Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Estados Unidos,Included / International,Price / International,Compare At Price / International,Status
pilha-recarregavel-por-usb,,,,,,,,,4pcs,,9V,,,14:29#4pcs;557:3617,0.0,shopify,continue,dsers-fulfillment-service,16.71,16.71,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S7aff042bc279460081549267846366103.jpg?v=1692644444,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sacf628874b0841969ab8ce892ce74058i.jpg?v=1692644440,kg,,83.32,,,,,
pilha-recarregavel-por-usb,,,,,,,,,8pcs,,9V,,,14:10#8pcs;557:3617,0.0,shopify,continue,dsers-fulfillment-service,23.08,23.08,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S76495b23ce67478aa466fe919340029dn.jpg?v=1692644446,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sacf628874b0841969ab8ce892ce74058i.jpg?v=1692644440,kg,,115.09,,,,,
pilha-recarregavel-por-usb,,,,,,,,,10pcs,,9V,,,14:173#10pcs;557:3617,0.0,shopify,continue,dsers-fulfillment-service,28.65,28.65,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S633f12d222ae4c368bdf9f3e7146738bB.jpg?v=1692644448,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sacf628874b0841969ab8ce892ce74058i.jpg?v=1692644440,kg,,142.86,,,,,
pilha-recarregavel-por-usb,,,,,,,,,12pcs,,9V,,,14:175#12pcs;557:3617,0.0,shopify,continue,dsers-fulfillment-service,33.42,33.42,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S5d221077251344a3b2ead753f73dba3fb.jpg?v=1692644450,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/Sacf628874b0841969ab8ce892ce74058i.jpg?v=1692644440,kg,,166.65,,,,,
garrafa-forma-de-gelo,Garrafa forma de gelo,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Garrafaformadegelo.png?v=1692644273"">",Loja A-Design,,"","",true,Cor,Branco,,,,,14:193#White,0.0,shopify,continue,dsers-fulfillment-service,12.27,12.27,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S7674005628b74709a76f6cd7e33463e9Z.jpg?v=1692643170,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S4b0ad231ce034eeab131049a36f74153E.jpg?v=1692643177,kg,,61.18,true,true,,,active
garrafa-forma-de-gelo,,,,,,,,,Cinza,,,,,14:175#Grey,0.0,shopify,continue,dsers-fulfillment-service,12.32,12.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sd7c02c61b32f49088f3d4c442a2f72a3v.jpg?v=1692643172,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sdcf799eadb4446529925d741102156e4i.jpg?v=1692643176,kg,,61.43,,,,,
garrafa-forma-de-gelo,,,,,,,,,Rosa,,,,,14:10#Pink,0.0,shopify,continue,dsers-fulfillment-service,12.25,12.25,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Saef1ada05e814c77b9c84597c2cf2cd0C.jpg?v=1692643174,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sd7c02c61b32f49088f3d4c442a2f72a3v.jpg?v=1692643172,kg,,61.08,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sdcf799eadb4446529925d741102156e4i.jpg?v=1692643176,4,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S4b0ad231ce034eeab131049a36f74153E.jpg?v=1692643177,5,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S82b55712642c4d5e86cc08ce195c2aadc.jpg?v=1692643179,6,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S62089bfe7d1f4349ae1a45c1d97fd995V.jpg?v=1692643181,7,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa1136c92b84a46a98786736a70491e64W.jpg?v=1692643182,8,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S324ce154c4004e72a290e619d1e7ef38t.jpg?v=1692643184,9,,,,,,,,,,,,,,,,,,,,,,,,
garrafa-forma-de-gelo,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S46964831dd1b42f6b05b6db1c37c6b09A.jpg?v=1692643186,10,,,,,,,,,,,,,,,,,,,,,,,,
fita-metrica-digital,Fita métrica digital,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Fitametricadigital.png?v=1692644221"">",Loja A-Design,,"","",true,Estilo,1pcs,,,,,14:350850#1pcs;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,13.77,13.77,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa128d73f756e4b1d877bc9e99ecdd341w.jpg?v=1692644213,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa128d73f756e4b1d877bc9e99ecdd341w.jpg?v=1692644213,kg,,68.66,true,true,,,active
fita-metrica-digital,,,,,,,,,2pcs,,,,,14:350852#2pcs;200007763:201336100,0.0,shopify,continue,dsers-fulfillment-service,25.97,25.97,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S98fce001ecc5415ab267017a1900f854r.jpg?v=1692644213,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S98fce001ecc5415ab267017a1900f854r.jpg?v=1692644213,kg,,129.50,,,,,
fita-metrica-digital,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sde10dc8134f04c3c95dbf0192ed14d47R.jpg?v=1692644213,3,,,,,,,,,,,,,,,,,,,,,,,,
fita-metrica-digital,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S462ec7333dac4016a5a6b3ce722d7032k.jpg?v=1692644213,4,,,,,,,,,,,,,,,,,,,,,,,,
fita-metrica-digital,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sae42e84cee894251abee36ae90dc8792E.jpg?v=1692644213,5,,,,,,,,,,,,,,,,,,,,,,,,
fita-metrica-digital,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sae3056fafe214b6b9605ec33f8218b08I.jpg?v=1692644213,6,,,,,,,,,,,,,,,,,,,,,,,,
fita-metrica-digital,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S3749bc30f5704162820e964cf9a4f547w.jpg?v=1692644213,7,,,,,,,,,,,,,,,,,,,,,,,,
meia-calca-pelucida,Meia calça pelúcida,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Meiacalcapeluciada.png?v=1692644172"">",Loja A-Design,,"","",true,Cor,A-blackskin,Tamanho,85g,,,14:771#A-blackskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/H7aafb031883c4495aa1bdbe1fe090073C.jpg?v=1692643166,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hc3eae643be934544bbcf679c3106f7958.jpg?v=1692643183,kg,,31.46,true,true,,,active
meia-calca-pelucida,,,,,,,,,B-blackskin,,85g,,,14:193#B-blackskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H9601abb716934cd894b38ffb738f9b3dy.jpg?v=1692643168,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H3a4104ebebd34e7fb26a86acf1caf938f.jpg?v=1692643179,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,C-grayskin,,85g,,,14:173#C-grayskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H4292e6f1449d48909051d847842fde22q.jpg?v=1692643172,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H66d04245ce9b44c6b47222b7591d7db7W.jpg?v=1692643177,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,D-grayskin,,85g,,,14:1254#D-grayskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H201123345cf34a868685156162d066bb9.jpg?v=1692643174,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha393f57e9d9846c4a380367b98725af2J.jpg?v=1692643188,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,E-coffeeskin,,85g,,,14:365458#E-coffeeskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H66d04245ce9b44c6b47222b7591d7db7W.jpg?v=1692643177,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/He59344c9aca14a11bc74a0255079bc82g.jpg?v=1692643185,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,F-coffeeskin,,85g,,,14:350850#F-coffeeskin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H3a4104ebebd34e7fb26a86acf1caf938f.jpg?v=1692643179,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H10b483f920484c5bbf4f9eb4359d3eb8c.jpg?v=1692643190,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,G-skin,,85g,,,14:691#G-skin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha87cc191825f4e598d3db869be846372E.jpg?v=1692643181,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha87cc191825f4e598d3db869be846372E.jpg?v=1692643181,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,H-skin,,85g,,,14:200004890#H-skin;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hc3eae643be934544bbcf679c3106f7958.jpg?v=1692643183,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H4292e6f1449d48909051d847842fde22q.jpg?v=1692643172,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,I-black,,85g,,,14:175#I-black;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/He59344c9aca14a11bc74a0255079bc82g.jpg?v=1692643185,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H201123345cf34a868685156162d066bb9.jpg?v=1692643174,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,J-black,,85g,,,14:200004889#J-black;5:4181#85g,0.0,shopify,continue,dsers-fulfillment-service,6.31,6.31,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha393f57e9d9846c4a380367b98725af2J.jpg?v=1692643188,10,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H9601abb716934cd894b38ffb738f9b3dy.jpg?v=1692643168,kg,,31.46,,,,,
meia-calca-pelucida,,,,,,,,,A-blackskin,,230g,,,14:771#A-blackskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H10b483f920484c5bbf4f9eb4359d3eb8c.jpg?v=1692643190,11,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hc3eae643be934544bbcf679c3106f7958.jpg?v=1692643183,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,B-blackskin,,230g,,,14:193#B-blackskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H4af3e9315e3f47ebb387d33589dde944X.jpg?v=1692643192,12,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H3a4104ebebd34e7fb26a86acf1caf938f.jpg?v=1692643179,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,C-grayskin,,230g,,,14:173#C-grayskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H03d4e4550a1b499ba1ac139d57d6d532i.jpg?v=1692643194,13,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H66d04245ce9b44c6b47222b7591d7db7W.jpg?v=1692643177,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,D-grayskin,,230g,,,14:1254#D-grayskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hd8700dca94884726bd6f5a95f424c9502.jpg?v=1692643196,14,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha393f57e9d9846c4a380367b98725af2J.jpg?v=1692643188,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,E-coffeeskin,,230g,,,14:365458#E-coffeeskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H7dee693acbd44d89a1de5f36b9e84b8dr.jpg?v=1692643197,15,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/He59344c9aca14a11bc74a0255079bc82g.jpg?v=1692643185,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,F-coffeeskin,,230g,,,14:350850#F-coffeeskin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hfd8ad76c10ae4d839a9f6a37c0b333deA.jpg?v=1692643199,16,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H10b483f920484c5bbf4f9eb4359d3eb8c.jpg?v=1692643190,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,G-skin,,230g,,,14:691#G-skin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha87cc191825f4e598d3db869be846372E.jpg?v=1692643181,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,H-skin,,230g,,,14:200004890#H-skin;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H4292e6f1449d48909051d847842fde22q.jpg?v=1692643172,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,I-black,,230g,,,14:175#I-black;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H201123345cf34a868685156162d066bb9.jpg?v=1692643174,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,J-black,,230g,,,14:200004889#J-black;5:100014066#230g,0.0,shopify,continue,dsers-fulfillment-service,8.73,8.73,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H9601abb716934cd894b38ffb738f9b3dy.jpg?v=1692643168,kg,,43.53,,,,,
meia-calca-pelucida,,,,,,,,,A-blackskin,,320g,,,14:771#A-blackskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Hc3eae643be934544bbcf679c3106f7958.jpg?v=1692643183,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,B-blackskin,,320g,,,14:193#B-blackskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H3a4104ebebd34e7fb26a86acf1caf938f.jpg?v=1692643179,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,C-grayskin,,320g,,,14:173#C-grayskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H66d04245ce9b44c6b47222b7591d7db7W.jpg?v=1692643177,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,D-grayskin,,320g,,,14:1254#D-grayskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha393f57e9d9846c4a380367b98725af2J.jpg?v=1692643188,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,E-coffeeskin,,320g,,,14:365458#E-coffeeskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/He59344c9aca14a11bc74a0255079bc82g.jpg?v=1692643185,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,F-coffeeskin,,320g,,,14:350850#F-coffeeskin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H10b483f920484c5bbf4f9eb4359d3eb8c.jpg?v=1692643190,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,G-skin,,320g,,,14:691#G-skin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Ha87cc191825f4e598d3db869be846372E.jpg?v=1692643181,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,H-skin,,320g,,,14:200004890#H-skin;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H4292e6f1449d48909051d847842fde22q.jpg?v=1692643172,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,I-black,,320g,,,14:175#I-black;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H201123345cf34a868685156162d066bb9.jpg?v=1692643174,kg,,59.89,,,,,
meia-calca-pelucida,,,,,,,,,J-black,,320g,,,14:200004889#J-black;5:100014064#320g,0.0,shopify,continue,dsers-fulfillment-service,12.01,12.01,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/H9601abb716934cd894b38ffb738f9b3dy.jpg?v=1692643168,kg,,59.89,,,,,
chaveiro-caixa-de-som,Chaveiro Caixa de Som,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/ChaveiroCaixadeSom.png?v=1692644109"">",Loja A-Design,,"","",true,Estilo,Only 4pcs F Keys,,,,,14:202010806#Only 4pcs F Keys,0.0,shopify,continue,dsers-fulfillment-service,4.67,4.67,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S86e74b24808c4add8aedea89af36ad2am.jpg?v=1692643163,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S9984dcbae2984227a36b335288ca3871H.jpg?v=1692643166,kg,,23.29,true,true,,,active
chaveiro-caixa-de-som,,,,,,,,,Fender with 4Keys,,,,,14:200006151#Fender with 4Keys,0.0,shopify,continue,dsers-fulfillment-service,12.83,12.83,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S9984dcbae2984227a36b335288ca3871H.jpg?v=1692643166,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa2c622d5694e4076ac35345aa5b7f5eaH.jpg?v=1692643168,kg,,63.98,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa2c622d5694e4076ac35345aa5b7f5eaH.jpg?v=1692643168,3,,,,,,,,,,,,,,,,,,,,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S5117b1c9071c470dbeb89f70136505c6P.jpg?v=1692643171,4,,,,,,,,,,,,,,,,,,,,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S14cd5e9f76c54d0da2e3df81c63ddf36M.jpg?v=1692643173,5,,,,,,,,,,,,,,,,,,,,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S3ff26068ef8d4f8c9c34fcc0b97ba787c.jpg?v=1692643176,6,,,,,,,,,,,,,,,,,,,,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S211575725f374ee9ae0fcd0f3b351afe5.jpg?v=1692643177,7,,,,,,,,,,,,,,,,,,,,,,,,
chaveiro-caixa-de-som,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S5974e0cd43c44e83b2d47e1abe312737m.jpg?v=1692643180,8,,,,,,,,,,,,,,,,,,,,,,,,
tapete-hiper-absorvente,Tapete hiper absorvente,"<img alt="""" src=""https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Tapetehiperabsorvente.png?v=1692643800"">",Loja A-Design,,"","",true,Cor,Rosa Claro,Tamanho,40cmx60cm,,,14:29#Light pink;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S6daaa64912d3405d97e309a312be25d2l.jpg?v=1692643788,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S6e794dcdb0b5438eb8363bb19c2722fae.jpg?v=1692643788,kg,,21.54,true,true,,,active
tapete-hiper-absorvente,,,,,,,,,Preto,,40cmx60cm,,,14:193#Black;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/products/S52c35795abfe4ed8892cd83e6ef3b0ad2.jpg?v=1692643788,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S0241b85e8c114c85960507589177728cg.jpg?v=1692643788,kg,,21.54,,,,,
tapete-hiper-absorvente,,,,,,,,,Verde,,40cmx60cm,,,14:175#Green;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S8a6fe54034f7483498e61b931dd1b0b8R.jpg?v=1692643788,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S89bcf34568cb46c0974a87a2dd69265cO.jpg?v=1692643788,kg,,21.54,,,,,
tapete-hiper-absorvente,,,,,,,,,Vermelho,,40cmx60cm,,,14:10#Red;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sac52a35828824d6ab25c1cf35772aef4J.jpg?v=1692643788,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa188cb8b509543a99475cee68d24ae347.jpg?v=1692643788,kg,,21.54,,,,,
tapete-hiper-absorvente,,,,,,,,,Cinza,,40cmx60cm,,,14:691#Gray;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/Sa188cb8b509543a99475cee68d24ae347.jpg?v=1692643788,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S8a6fe54034f7483498e61b931dd1b0b8R.jpg?v=1692643788,kg,,21.54,,,,,
tapete-hiper-absorvente,,,,,,,,,Azul,,40cmx60cm,,,14:173#Blue;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S2c6a6320d2eb49b595594e7f247e6f14T.jpg?v=1692643788,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S6968ff093ecd45a68437abda813edcbcZ.jpg?v=1692643788,kg,,21.54,,,,,
tapete-hiper-absorvente,,,,,,,,,Marrom Escuro,,40cmx60cm,,,14:366#Dark Brown;5:200007736#40cmx60cm,0.0,shopify,continue,dsers-fulfillment-service,4.32,4.32,true,false,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S02c01d83fbff44d58361aba132c1b9c4N.jpg?v=1692643788,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0754/9789/8261/files/S2c6a6320d2eb49b595594e7f247e6f14T.jpg?v=1692643788,kg,,21.54,,,,,
